DAM_X,DAM_Y,DAM_Z,filename,frame_id,pnt_id,x,y,Xc,Yc,FWHMx,FWHMy
-18,22,-8,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-018.Yp022.Zn-008191_0001.fits,11,3.0,699.0,2055.0,698.3252938038138,2053.619230774189,3.4008288462982295,7.446358440683238
-18,22,-8,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-018.Yp022.Zn-008191_0001.fits,11,4.0,2344.0,2046.0,2343.7279180761816,2048.563678035973,16.194284960557873,13.434765445146382
-18,22,-8,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-018.Yp022.Zn-008191_0001.fits,11,5.0,3544.0,2046.0,3537.3659081041446,2044.771839240911,16.21618001002742,13.430383387076878
-18,22,-8,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-018.Yp022.Zn-008191_0001.fits,11,6.0,663.0,316.0,669.4263985093902,320.5149066365025,14.232603088861998,9.735672300304495
-18,22,-8,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-018.Yp022.Zn-008191_0001.fits,11,7.0,2326.0,321.0,2325.1209892973206,324.69602105584994,17.005987546757225,14.64735538809734
-18,22,-8,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-018.Yp022.Zn-008191_0001.fits,11,8.0,3533.0,297.0,3530.1789831411097,308.4439871301472,17.70312207663445,14.87010315522044
-17,23,-7,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-017.Yp023.Zn-007191_0001.fits,12,0.0,657.0,3808.0,664.958973845471,3790.3465968859596,7.721993446885961,5.447786547775841
-17,23,-7,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-017.Yp023.Zn-007191_0001.fits,12,1.0,2326.0,3785.0,2321.7541239816937,3775.2608588919543,11.477132377871671,10.25900071208816
-17,23,-7,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-017.Yp023.Zn-007191_0001.fits,12,2.0,3530.0,3794.0,3525.0019425363507,3783.867439317925,4.916933937354071,10.979406150147137
-17,23,-7,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-017.Yp023.Zn-007191_0001.fits,12,3.0,699.0,2055.0,698.1368739067885,2053.6633365357375,3.2172778982118113,7.799065852158153
-17,23,-7,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-017.Yp023.Zn-007191_0001.fits,12,4.0,2344.0,2046.0,2343.468776598934,2048.589855267824,16.70353904580761,14.017732422865551
-17,23,-7,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-017.Yp023.Zn-007191_0001.fits,12,5.0,3544.0,2046.0,3537.1358171329334,2044.849880083661,17.08260392605793,13.864091347809879
